0.63	-9.11829	-13.025	39.8117
0.64	-9.50895	-11.8177	40.2032
0.65	-9.73983	-10.5391	40.5228
0.66	-9.81975	-9.21402	40.7389
0.67	-9.75918	-7.87095	40.8289
0.68	-9.57036	-6.54025	40.7804
0.69	-9.26735	-5.25171	40.5908
0.7	-8.86578	-4.03237	40.2656
0.71	-8.38244	-2.9046	39.8178
0.72	-7.83466	-1.88493	39.2649
0.73	-7.23968	-0.983512	38.6273
0.74	-6.61407	-0.204292	37.926
0.75	-5.97309	0.454262	37.181
0.76	-5.33035	0.998107	36.4102
0.77	-4.69751	1.43642	35.6288
0.78	-4.08412	1.78042	34.8488
0.79	-3.49766	2.04233	34.0791
0.8	-2.94366	2.23453	33.3261
0.81	-2.42584	2.36897	32.5938
0.82	-1.94636	2.45671	31.8844
0.83	-1.50606	2.50775	31.1989
0.84	-1.10467	2.53085	30.5372
0.85	-0.741122	2.53357	29.8985
0.86	-0.413653	2.5223	29.2817
0.87	-0.120057	2.50238	28.6856
0.88	0.142187	2.47818	28.1089
0.89	0.375786	2.45325	27.5503
0.9	0.583532	2.4304	27.0085
0.91	0.768219	2.41188	26.4825
0.92	0.932586	2.39942	25.9714
0.93	1.07927	2.39435	25.4743
0.94	1.21078	2.39766	24.9907
0.95	1.32947	2.41012	24.5199
0.96	1.43753	2.43229	24.0615
0.97	1.53701	2.46458	23.6153
0.98	1.62976	2.50733	23.1809
0.99	1.71752	2.5608	22.7581
1	1.80185	2.62522	22.3469
1.01	1.88419	2.70083	21.9473
1.02	1.96585	2.78786	21.5592
1.03	2.04805	2.8866	21.1828
1.04	2.13191	2.99735	20.8183
1.05	2.21845	3.12049	20.4658
1.06	2.30865	3.25642	20.1258
1.07	2.40343	3.40565	19.7984
1.08	2.50365	3.56871	19.4843
1.09	2.61016	3.74623	19.184
1.1	2.72377	3.93888	18.8981
1.11	2.84528	4.1474	18.6274
1.12	2.97549	4.37261	18.3729
1.13	3.1152	4.61534	18.1355
1.14	3.26522	4.87648	17.9166
1.15	3.42634	5.15696	17.7175
1.16	3.5994	5.45771	17.5398
1.17	3.78523	5.77964	17.3855
1.18	3.98467	6.12362	17.2565
1.19	4.19857	6.49048	17.1554
1.2	4.42776	6.88089	17.0848
1.21	4.67307	7.29538	17.0478
1.22	4.9353	7.73424	17.0477
1.23	5.2152	8.19742	17.0885
1.24	5.51342	8.6845	17.1742
1.25	5.83053	9.19453	17.3096
1.26	6.16693	9.72589	17.4995
1.27	6.52283	10.2762	17.7493
1.28	6.89816	10.8421	18.0646
1.29	7.29255	11.419	18.4512
1.3	7.7052	12.0012	18.9149
1.31	8.1348	12.5812	19.4613
1.32	8.57944	13.15	20.0955
1.33	9.03649	13.6966	20.8218
1.34	9.50251	14.2083	21.6431
1.35	9.97309	14.6703	22.5604
1.36	10.4428	15.0661	23.5722
1.37	10.9051	15.3778	24.6741
1.38	11.3524	15.5867	25.8576
1.39	11.7758	15.6741	27.1099
1.4	12.1657	15.6222	28.4135
1.41	12.5113	15.4156	29.7458
1.42	12.8017	15.0431	31.0795
1.43	13.0259	14.4984	32.3837
1.44	13.1731	13.7824	33.6246
1.45	13.2341	12.9036	34.7677
1.46	13.201	11.879	35.78
1.47	13.0688	10.7331	36.6325
1.48	12.8352	9.49763	37.3026
1.49	12.5015	8.20864	37.7756
1.5	12.0722	6.90446	38.0463
1.51	11.5554	5.62261	38.1189
1.52	10.9621	4.39711	38.0062
1.53	10.3056	3.25625	37.7281
1.54	9.6007	2.22114	37.3091
1.55	8.86274	1.30519	36.7762
1.56	8.10699	0.51433	36.1563
1.57	7.34772	-0.152045	35.4749
1.58	6.59775	-0.699759	34.7542
1.59	5.86799	-1.13839	34.013
1.6	5.16736	-1.47984	33.2659
1.61	4.50264	-1.73715	32.5241
1.62	3.87866	-1.92349	31.7954
1.63	3.29844	-2.05146	31.0849
1.64	2.76345	-2.1327	30.3955
1.65	2.27384	-2.17758	29.7287
1.66	1.8287	-2.19511	29.0846
1.67	1.42631	-2.19299	28.4628
1.68	1.06438	-2.17766	27.8622
1.69	0.740179	-2.15442	27.2818
1.7	0.45072	-2.12756	26.7202
1.71	0.192892	-2.10052	26.1762
1.72	-0.0364491	-2.07599	25.6487
1.73	-0.240403	-2.05609	25.1364
1.74	-0.421972	-2.04241	24.6387
1.75	-0.584016	-2.03617	24.1545
1.76	-0.729232	-2.03827	23.6833
1.77	-0.860136	-2.04937	23.2245
1.78	-0.979059	-2.06995	22.7776
1.79	-1.08815	-2.10038	22.3424
1.8	-1.18937	-2.14094	21.9184
1.81	-1.28453	-2.19186	21.5055
1.82	-1.37526	-2.25337	21.1035
1.83	-1.46307	-2.32568	20.7124
1.84	-1.54933	-2.40904	20.3322
1.85	-1.6353	-2.50375	19.9629
1.86	-1.72215	-2.61015	19.6046
1.87	-1.81095	-2.72863	19.2574
1.88	-1.90272	-2.85966	18.9217
1.89	-1.99841	-3.0038	18.5977
1.9	-2.09895	-3.16166	18.2857
1.91	-2.20522	-3.33394	17.9864
1.92	-2.31809	-3.52142	17.7002
1.93	-2.43843	-3.72497	17.4278
1.94	-2.56708	-3.94551	17.1701
1.95	-2.70492	-4.18407	16.928
1.96	-2.85284	-4.44172	16.7026
1.97	-3.01173	-4.7196	16.4952
1.98	-3.18251	-5.0189	16.3075
1.99	-3.36615	-5.34082	16.1411
2	-3.56362	-5.68661	15.998
2.01	-3.77592	-6.05744	15.8807
2.02	-4.00407	-6.45448	15.7918
2.03	-4.24911	-6.87876	15.7344
2.04	-4.51208	-7.33115	15.712
2.05	-4.79399	-7.81229	15.7286
2.06	-5.09582	-8.32245	15.7885
2.07	-5.41848	-8.8615	15.8968
2.08	-5.76278	-9.42869	16.0591
2.09	-6.12937	-10.0225	16.2812
2.1	-6.51869	-10.6406	16.5699
2.11	-6.93088	-11.2793	16.9322
2.12	-7.36572	-11.9336	17.3753
2.13	-7.82251	-12.5968	17.9068
2.14	-8.29994	-13.2604	18.534
2.15	-8.79599	-13.9135	19.2639
2.16	-9.30774	-14.5428	20.1025
2.17	-9.83124	-15.1324	21.054
2.18	-10.3614	-15.664	22.1207
2.19	-10.8916	-16.1165	23.3013
2.2	-11.4141	-16.4671	24.5906
2.21	-11.9194	-16.6916	25.9783
2.22	-12.3966	-16.7657	27.4483
2.23	-12.8335	-16.6664	28.9777
2.24	-13.2168	-16.3742	30.5371
2.25	-13.5326	-15.8752	32.0905
2.26	-13.7668	-15.1629	33.597
2.27	-13.9064	-14.2407	35.0125
2.28	-13.9399	-13.1231	36.2926
2.29	-13.8582	-11.8359	37.3961
2.3	-13.656	-10.4154	38.2884
2.31	-13.3319	-8.9063	38.945
2.32	-12.8893	-7.35806	39.3535
2.33	-12.3362	-5.82109	39.5148
2.34	-11.6847	-4.34239	39.4426
2.35	-10.9505	-2.96193	39.1612
2.36	-10.1516	-1.71011	38.7023
2.37	-9.30747	-0.606554	38.1018
2.38	-8.43738	0.339737	37.3963
2.39	-7.55967	1.12914	36.6197
2.4	-6.69079	1.76946	35.8019
2.41	-5.84476	2.27378	34.9675
2.42	-5.03291	2.65827	34.1352
2.43	-4.26379	2.94047	33.3187
2.44	-3.54336	3.13785	32.527
2.45	-2.87524	3.26688	31.7653
2.46	-2.26103	3.34247	31.036
2.47	-1.70068	3.37769	30.3397
2.48	-1.19284	3.3837	29.6755
2.49	-0.735189	3.36985	29.0416
2.5	-0.324685	3.34381	28.436
2.51	0.042165	3.31179	27.8564
2.52	0.369127	3.27873	27.3007
2.53	0.660088	3.24853	26.7668
2.54	0.918932	3.22418	26.2529
2.55	1.14946	3.20799	25.7575
2.56	1.35531	3.20169	25.2792
2.57	1.53995	3.20655	24.817
2.58	1.70661	3.2235	24.37
2.59	1.8583	3.25321	23.9377
2.6	1.99779	3.29617	23.5194
2.61	2.12763	3.35272	23.1148
2.62	2.25014	3.42314	22.7239
2.63	2.36744	3.50762	22.3464
2.64	2.48146	3.60639	21.9825
2.65	2.59395	3.71965	21.6324
2.66	2.70652	3.84763	21.2962
2.67	2.82063	3.99059	20.9744
2.68	2.93763	4.14885	20.6675
2.69	3.05875	4.32276	20.376
2.7	3.18515	4.51273	20.1007
2.71	3.31791	4.71921	19.8424
2.72	3.45804	4.94268	19.6022
2.73	3.6065	5.18365	19.381
2.74	3.76422	5.44266	19.1804
2.75	3.93206	5.72022	19.0016
2.76	4.11088	6.01684	18.8465
2.77	4.30147	6.33296	18.7169
2.78	4.50462	6.66894	18.615
2.79	4.72105	7.02501	18.5431
2.8	4.95145	7.40122	18.5039
2.81	5.19643	7.7974	18.5003
2.82	5.45653	8.21307	18.5355
2.83	5.73218	8.64738	18.6129
2.84	6.0237	9.09899	18.7364
2.85	6.33123	9.56601	18.9097
2.86	6.65471	10.0459	19.1372
2.87	6.99382	10.5352	19.423
2.88	7.34796	11.0297	19.7713
2.89	7.71614	11.5241	20.1863
2.9	8.09693	12.0117	20.6718
2.91	8.48841	12.485	21.231
2.92	8.88807	12.9347	21.8661
2.93	9.29274	13.3506	22.5785
2.94	9.69852	13.7209	23.3675
2.95	10.1008	14.0329	24.2309
2.96	10.494	14.2733	25.1637
2.97	10.8719	14.4282	26.1583
2.98	11.2275	14.4842	27.2037
2.99	11.5532	14.4287	28.2859
3	11.8407	14.2514	29.3871
3.01	12.0818	13.9447	30.4869
3.02	12.2681	13.5047	31.5619
3.03	12.3918	12.9327	32.5874
3.04	12.4459	12.2349	33.5383
3.05	12.4248	11.4233	34.3902
3.06	12.3246	10.5151	35.1218
3.07	12.1437	9.53222	35.7153
3.08	11.8825	8.49998	36.1585
3.09	11.5443	7.44554	36.4454
3.1	11.1344	6.39613	36.576
3.11	10.6606	5.37728	36.5566
3.12	10.1322	4.41132	36.3988
3.13	9.56015	3.51623	36.1177
3.14	8.95576	2.705	35.7316
3.15	8.33068	1.98553	35.2592
3.16	7.69617	1.36093	34.7194
3.17	7.06264	0.830188	34.1297
3.18	6.4394	0.388964	33.5058
3.19	5.83435	0.0305345	32.8607
3.2	5.25397	-0.253362	32.2053
3.21	4.70324	-0.471773	31.5479
3.22	4.18574	-0.63392	30.8947
3.23	3.70377	-0.748746	30.2503
3.24	3.25852	-0.824604	29.6176
3.25	2.85021	-0.869067	28.9983
3.26	2.47828	-0.888831	28.3936
3.27	2.14157	-0.889697	27.8037
3.28	1.83844	-0.876596	27.2286
3.29	1.56694	-0.853648	26.6679
3.3	1.32488	-0.824238	26.1211
3.31	1.10997	-0.791103	25.5878
3.32	0.919861	-0.756417	25.0673
3.33	0.752233	-0.721876	24.559
3.34	0.604822	-0.688773	24.0624
3.35	0.475463	-0.658069	23.5769
3.36	0.362109	-0.630458	23.1023
3.37	0.262853	-0.606419	22.6379
3.38	0.175926	-0.58626	22.1836
3.39	0.099707	-0.570165	21.7389
3.4	0.0327198	-0.558221	21.3035
3.41	-0.0263743	-0.550447	20.8773
3.42	-0.0787816	-0.546822	20.4599
3.43	-0.125586	-0.547294	20.0511
3.44	-0.167756	-0.551803	19.6508
3.45	-0.206161	-0.560292	19.2587
3.46	-0.241574	-0.57271	18.8747
3.47	-0.274688	-0.589027	18.4986
3.48	-0.306122	-0.609236	18.1302
3.49	-0.336433	-0.633357	17.7695
3.5	-0.366126	-0.661443	17.4162
3.51	-0.395657	-0.693578	17.0703
3.52	-0.425449	-0.729886	16.7317
3.53	-0.455893	-0.770529	16.4001
3.54	-0.487357	-0.815706	16.0756
3.55	-0.520192	-0.865663	15.7581
3.56	-0.554739	-0.920688	15.4474
3.57	-0.591334	-0.981115	15.1436
3.58	-0.630312	-1.04733	14.8465
3.59	-0.672013	-1.11976	14.5562
3.6	-0.716788	-1.19891	14.2726
3.61	-0.765001	-1.28532	13.9957
3.62	-0.817032	-1.3796	13.7257
3.63	-0.873289	-1.48243	13.4624
3.64	-0.934202	-1.59456	13.2061
3.65	-1.00024	-1.71682	12.9569
3.66	-1.0719	-1.85011	12.7149
3.67	-1.14972	-1.99545	12.4805
3.68	-1.23429	-2.15393	12.2538
3.69	-1.32626	-2.32675	12.0353
3.7	-1.4263	-2.51521	11.8255
3.71	-1.53519	-2.72076	11.6248
3.72	-1.65375	-2.94494	11.4341
3.73	-1.78287	-3.18945	11.2541
3.74	-1.92353	-3.45611	11.0859
3.75	-2.07679	-3.7469	10.9307
3.76	-2.2438	-4.06392	10.7899
3.77	-2.42581	-4.40945	10.6652
3.78	-2.62417	-4.78586	10.5589
3.79	-2.84034	-5.19568	10.4733
3.8	-3.07588	-5.64155	10.4114
3.81	-3.33244	-6.12613	10.3767
3.82	-3.61181	-6.65216	10.3733
3.83	-3.91585	-7.22228	10.4061
3.84	-4.24649	-7.839	10.4808
3.85	-4.60574	-8.50456	10.6041
3.86	-4.99562	-9.22073	10.7837
3.87	-5.41813	-9.98858	11.0287
3.88	-5.87518	-10.8082	11.3493
3.89	-6.36848	-11.6784	11.7573
3.9	-6.89948	-12.596	12.2659
3.91	-7.46913	-13.5556	12.8896
3.92	-8.07778	-14.5487	13.6443
3.93	-8.72487	-15.5628	14.5467
3.94	-9.40867	-16.581	15.6136
3.95	-10.1259	-17.5806	16.8613
3.96	-10.8714	-18.5327	18.3043
3.97	-11.6375	-19.4014	19.953
3.98	-12.4139	-20.1438	21.8118
3.99	-13.1869	-20.7106	23.8762
4	-13.9393	-21.0473	26.1297
4.01	-14.6501	-21.0975	28.541
4.02	-15.2948	-20.8073	31.0609
4.03	-15.8461	-20.1311	33.6222
4.04	-16.2746	-19.0389	36.1397
4.05	-16.551	-17.5238	38.5154
4.06	-16.6483	-15.6081	40.6455
4.07	-16.5443	-13.3468	42.431
4.08	-16.2245	-10.8258	43.7905
4.09	-15.6846	-8.15564	44.6712
4.1	-14.9317	-5.45927	45.0569
4.11	-13.9845	-2.85778	44.971
4.12	-12.8718	-0.455894	44.4712
4.13	-11.6302	1.66881	43.6404
4.14	-10.3003	3.47114	42.5735
4.15	-8.92318	4.93755	41.3645
4.16	-7.53711	6.08072	40.0967
4.17	-6.17533	6.93165	38.8364
4.18	-4.86463	7.53152	37.6316
4.19	-3.62501	7.92475	36.5126
4.2	-2.47004	8.15408	35.4951
4.21	-1.40763	8.25767	34.5838
4.22	-0.441096	8.26777	33.7759
4.23	0.42979	8.21057	33.0639
4.24	1.20787	8.1067	32.4379
4.25	1.89775	7.97203	31.8871
4.26	2.50518	7.81854	31.4006
4.27	3.03652	7.65517	30.9685
4.28	3.49838	7.48848	30.5815
4.29	3.89739	7.32328	30.2319
4.3	4.23998	7.16306	29.9127
4.31	4.53229	7.01033	29.6181
4.32	4.78009	6.86689	29.3435
4.33	4.98877	6.734	29.0849
4.34	5.1633	6.61254	28.8391
4.35	5.30822	6.50309	28.6038
4.36	5.42771	6.40601	28.3769
4.37	5.52554	6.32149	28.157
4.38	5.60513	6.2496	27.9432
4.39	5.66958	6.19029	27.7346
4.4	5.72165	6.14343	27.5309
4.41	5.76383	6.10884	27.3318
4.42	5.79833	6.08626	27.1373
4.43	5.82712	6.07543	26.9474
4.44	5.85195	6.07601	26.7625
4.45	5.87436	6.08767	26.5828
4.46	5.89569	6.11004	26.4088
4.47	5.91712	6.14275	26.2408
4.48	5.93969	6.18542	26.0795
4.49	5.96426	6.23764	25.9253
4.5	5.9916	6.29901	25.7788
4.51	6.02234	6.3691	25.6406
4.52	6.05702	6.4475	25.5114
4.53	6.09606	6.53376	25.3917
4.54	6.13983	6.62743	25.2822
4.55	6.18859	6.72802	25.1834
4.56	6.24254	6.83505	25.0961
4.57	6.30179	6.94797	25.0209
4.58	6.36641	7.06623	24.9583
4.59	6.43639	7.18921	24.909
4.6	6.51167	7.31627	24.8736
4.61	6.59213	7.44669	24.8525
4.62	6.67759	7.57971	24.8463
4.63	6.7678	7.7145	24.8556
4.64	6.86247	7.85017	24.8806
4.65	6.96124	7.98574	24.9217
4.66	7.06369	8.12017	24.9791
4.67	7.16934	8.25235	25.0531
4.68	7.27764	8.3811	25.1437
4.69	7.38798	8.50516	25.2508
4.7	7.4997	8.62322	25.3741
4.71	7.61205	8.73392	25.5134
4.72	7.72424	8.83587	25.6679
4.73	7.8354	8.92764	25.8371
4.74	7.94463	9.00784	26.0198
4.75	8.05095	9.07508	26.2151
4.76	8.15336	9.12803	26.4214
4.77	8.25083	9.16546	26.6372
4.78	8.34229	9.18625	26.8607
4.79	8.42669	9.18943	27.0898
4.8	8.50296	9.17423	27.3224
4.81	8.57009	9.1401	27.556
4.82	8.62709	9.08675	27.7882
4.83	8.67306	9.01415	28.0164
4.84	8.70717	8.92259	28.2379
4.85	8.72871	8.81265	28.45
4.86	8.7371	8.68524	28.6502
4.87	8.73192	8.54158	28.8361
4.88	8.71288	8.38316	29.0052
4.89	8.67991	8.21175	29.1555
4.9	8.63309	8.02933	29.2852
4.91	8.57272	7.83809	29.3926
4.92	8.49925	7.64032	29.4767
4.93	8.41336	7.43841	29.5366
4.94	8.31587	7.23474	29.5717
4.95	8.20775	7.0317	29.5819
4.96	8.09015	6.83155	29.5674
4.97	7.96429	6.63643	29.5287
4.98	7.8315	6.44832	29.4667
4.99	7.69318	6.26897	29.3823
5	7.55076	6.09994	29.277
5.01	7.40568	5.94252	29.152
5.02	7.25936	5.79778	29.0091
5.03	7.11321	5.66655	28.8498
5.04	6.96854	5.54944	28.6758
5.05	6.82663	5.44685	28.489
5.06	6.68865	5.35899	28.2911
5.07	6.55568	5.28593	28.0837
5.08	6.42871	5.22758	27.8686
5.09	6.3086	5.18376	27.6473
5.1	6.19611	5.15417	27.4213
5.11	6.09192	5.13848	27.1923
5.12	5.99658	5.13631	26.9615
5.13	5.91055	5.14722	26.7302
5.14	5.83422	5.1708	26.4999
5.15	5.76787	5.20661	26.2715
5.16	5.71175	5.25424	26.0464
5.17	5.666	5.31328	25.8256
5.18	5.63072	5.38335	25.6101
5.19	5.60599	5.46408	25.4011
5.2	5.5918	5.55514	25.1994
5.21	5.58813	5.65619	25.006
5.22	5.59494	5.76694	24.822
5.23	5.61214	5.88708	24.6482
5.24	5.63963	6.01632	24.4856
5.25	5.6773	6.15436	24.3352
5.26	5.72501	6.30087	24.1979
5.27	5.78259	6.45554	24.0746
5.28	5.84989	6.61797	23.9665
5.29	5.9267	6.78775	23.8743
5.3	6.0128	6.96439	23.7991
5.31	6.10796	7.14734	23.7418
5.32	6.2119	7.33595	23.7036
5.33	6.3243	7.52948	23.6852
5.34	6.44482	7.72707	23.6877
5.35	6.57305	7.92772	23.7119
5.36	6.70851	8.1303	23.7588
5.37	6.85069	8.33352	23.829
5.38	6.99897	8.53593	23.9233
5.39	7.15267	8.73589	24.0423
5.4	7.31099	8.93161	24.1863
5.41	7.47305	9.12112	24.3556
5.42	7.63786	9.30225	24.5501
5.43	7.8043	9.47273	24.7696
5.44	7.97114	9.63012	25.0135
5.45	8.13704	9.77188	25.2808
5.46	8.30052	9.89542	25.5704
5.47	8.46001	9.99814	25.8803
5.48	8.61382	10.0775	26.2086
5.49	8.76019	10.131	26.5524
5.5	8.89727	10.1565	26.9089
5.51	9.0232	10.152	27.2744
5.52	9.13608	10.116	27.6449
5.53	9.23407	10.0473	28.0162
5.54	9.31539	9.9453	28.3837
5.55	9.37838	9.8101	28.7424
5.56	9.42155	9.64237	29.0876
5.57	9.44364	9.44348	29.4143
5.58	9.44362	9.21548	29.7178
5.59	9.42081	8.9611	29.9938
5.6	9.37484	8.68366	30.2381
5.61	9.30572	8.38701	30.4474
5.62	9.21385	8.07539	30.6189
5.63	9.1	7.75333	30.7506
5.64	8.96533	7.42549	30.8412
5.65	8.81135	7.09651	30.89
5.66	8.63987	6.7709	30.8975
5.67	8.45297	6.45284	30.8646
5.68	8.25296	6.14617	30.7928
5.69	8.04228	5.85423	30.6841
5.7	7.82347	5.57982	30.5413
5.71	7.59911	5.3252	30.367
5.72	7.37172	5.09208	30.1643
5.73	7.14375	4.88161	29.9364
5.74	6.91754	4.69447	29.6864
5.75	6.69523	4.53086	29.4174
5.76	6.47879	4.39066	29.1324
5.77	6.26998	4.27338	28.8342
5.78	6.07032	4.17834	28.5255
5.79	5.88112	4.10466	28.2086
5.8	5.70348	4.05134	27.8858
5.81	5.53826	4.01734	27.5592
5.82	5.38617	4.00158	27.2305
5.83	5.24771	4.00301	26.9014
5.84	5.12324	4.02063	26.5735
5.85	5.01298	4.05351	26.248
5.86	4.91703	4.1008	25.9262
5.87	4.83541	4.16176	25.6093
5.88	4.76805	4.23574	25.2984
5.89	4.71482	4.3222	24.9944
5.9	4.67555	4.42069	24.6983
5.91	4.65007	4.53086	24.411
5.92	4.63815	4.65244	24.1335
5.93	4.63958	4.78525	23.8666
5.94	4.65414	4.92917	23.6113
5.95	4.68165	5.08414	23.3685
5.96	4.72189	5.25013	23.1391
5.97	4.77472	5.42715	22.9242
5.98	4.83996	5.61523	22.7249
5.99	4.91749	5.81439	22.5422
6	5.00718	6.02464	22.3772
6.01	5.10893	6.24593	22.2314
6.02	5.22263	6.47819	22.1058
6.03	5.34818	6.72124	22.002
6.04	5.48549	6.97481	21.9215
6.05	5.63442	7.2385	21.8656
6.06	5.79483	7.51175	21.8362
6.07	5.96652	7.79381	21.8347
6.08	6.14925	8.08373	21.8631
6.09	6.3427	8.38027	21.9229
6.1	6.54645	8.68191	22.016
6.11	6.76	8.98684	22.144
6.12	6.98268	9.29283	22.3086
6.13	7.2137	9.59732	22.5114
6.14	7.45206	9.89728	22.7535
6.15	7.69658	10.1893	23.0359
6.16	7.94585	10.4694	23.3594
6.17	8.19821	10.7335	23.7241
6.18	8.45174	10.9767	24.1296
6.19	8.70423	11.194	24.5747
6.2	8.95322	11.3802	25.0576
6.21	9.19592	11.5299	25.5753
6.22	9.42932	11.6376	26.1241
6.23	9.65014	11.6981	26.699
6.24	9.85493	11.7066	27.2939
6.25	10.0401	11.6592	27.9017
6.26	10.202	11.5524	28.5142
6.27	10.337	11.3844	29.1225
6.28	10.4418	11.1546	29.7169
6.29	10.5131	10.8637	30.2873
6.3	10.5481	10.5146	30.8237
6.31	10.5448	10.1117	31.3163
6.32	10.5015	9.66084	31.7562
6.33	10.4174	9.16977	32.1356
6.34	10.2926	8.64725	32.4482
6.35	10.1281	8.10294	32.6892
6.36	9.92559	7.54699	32.8561
6.37	9.68773	6.98952	32.9481
6.38	9.41791	6.44027	32.9662
6.39	9.12014	5.90815	32.9135
6.4	8.79894	5.40095	32.794
6.41	8.45914	4.92512	32.6134
6.42	8.10574	4.48562	32.3777
6.43	7.74373	4.08591	32.0938
6.44	7.37795	3.72804	31.7683
6.45	7.01296	3.41274	31.408
6.46	6.65294	3.13961	31.0191
6.47	6.3016	2.90736	30.6076
6.48	5.96218	2.71396	30.1787
6.49	5.63736	2.55692	29.7369
6.5	5.32931	2.43344	29.2863
6.51	5.03973	2.34055	28.8303
6.52	4.76981	2.2753	28.3716
6.53	4.52036	2.23482	27.9127
6.54	4.2918	2.21641	27.4555
6.55	4.08426	2.21762	27.0015
6.56	3.8976	2.23622	26.5521
6.57	3.73146	2.2703	26.1082
6.58	3.58535	2.31818	25.6707
6.59	3.45863	2.37852	25.2404
6.6	3.35062	2.45017	24.8179
6.61	3.26057	2.53229	24.4036
6.62	3.18775	2.62423	23.9981
6.63	3.13139	2.72556	23.6018
6.64	3.09081	2.83603	23.2151
6.65	3.06533	2.95556	22.8385
6.66	3.05435	3.08422	22.4723
6.67	3.05734	3.22221	22.1171
6.68	3.07383	3.36985	21.7732
6.69	3.10343	3.52755	21.4414
6.7	3.14584	3.69582	21.122
6.71	3.20084	3.87523	20.8158
6.72	3.26828	4.06644	20.5236
6.73	3.3481	4.27012	20.246
6.74	3.4403	4.48703	19.984
6.75	3.54497	4.71794	19.7387
6.76	3.66227	4.96362	19.5112
6.77	3.7924	5.22486	19.3028
6.78	3.93565	5.50245	19.1148
6.79	4.09233	5.79711	18.9491
6.8	4.26281	6.10953	18.8074
6.81	4.44748	6.4403	18.6917
6.82	4.64676	6.78989	18.6042
6.83	4.86108	7.15859	18.5477
6.84	5.09083	7.54649	18.5247
6.85	5.33639	7.95339	18.5384
6.86	5.59809	8.37877	18.592
6.87	5.87616	8.82164	18.6893
6.88	6.17071	9.28054	18.8338
6.89	6.48169	9.75335	19.0298
6.9	6.80886	10.2372	19.2814
6.91	7.1517	10.7285	19.5928
6.92	7.50938	11.2225	19.9683
6.93	7.88069	11.7134	20.4116
6.94	8.26396	12.1943	20.9265
6.95	8.65699	12.6569	21.5157
6.96	9.05697	13.0916	22.1811
6.97	9.46044	13.4878	22.9232
6.98	9.86317	13.8332	23.7407
6.99	10.2602	14.1149	24.6303
7	10.6456	14.3195	25.5859
7.01	11.013	14.4333	26.5986
7.02	11.3551	14.4433	27.6561
7.03	11.6639	14.3379	28.7431
7.04	11.9313	14.1079	29.8406
7.05	12.149	13.7472	30.927
7.06	12.3088	13.2541	31.9786
7.07	12.4033	12.6319	32.9705
7.08	12.4262	11.8891	33.8778
7.09	12.3725	11.0398	34.6776
7.1	12.2392	10.1032	35.35
7.11	12.0256	9.10258	35.8795
7.12	11.7333	8.06399	36.2566
7.13	11.3664	7.01458	36.4776
7.14	10.9312	5.98084	36.5454
7.15	10.4361	4.98693	36.4682
7.16	9.89123	4.0533	36.2593
7.17	9.30743	3.19582	35.935
7.18	8.69627	2.42531	35.5138
7.19	8.06918	1.74764	35.0144
7.2	7.43702	1.16416	34.4552
